Item Name,Item ID,Item meta,Has NBT,Display Name
minecraft:wool,35,1,false,Оранжевая шерсть
minecraft:wool,35,2,false,Пурпурная шерсть
minecraft:wool,35,3,false,Голубая шерсть
minecraft:wool,35,4,false,Жёлтая шерсть
minecraft:wool,35,5,false,Лаймовая шерсть
minecraft:wool,35,6,false,Розовая шерсть
minecraft:wool,35,7,false,Серая шерсть
minecraft:wool,35,8,false,Светло-серая шерсть
minecraft:wool,35,9,false,Бирюзовая шерсть
minecraft:wool,35,10,false,Фиолетовая шерсть
minecraft:wool,35,11,false,Синяя шерсть
minecraft:wool,35,12,false,Коричневая шерсть
minecraft:wool,35,13,false,Зеленая шерсть
minecraft:wool,35,14,false,Красная шерсть
minecraft:wool,35,15,false,Чёрная шерсть
minecraft:yellow_flower,37,0,false,Одуванчик
minecraft:red_flower,38,0,false,Мак
minecraft:red_flower,38,1,false,Синяя орхидея
minecraft:red_flower,38,2,false,Лук
minecraft:red_flower,38,3,false,Голубой василёк
minecraft:red_flower,38,4,false,Красный тюльпан
minecraft:red_flower,38,5,false,Оранжевый тюльпан
minecraft:red_flower,38,6,false,Белый тюльпан
minecraft:red_flower,38,7,false,Розовый тюльпан
minecraft:red_flower,38,8,false,Ромашка
minecraft:brown_mushroom,39,0,false,Гриб
minecraft:red_mushroom,40,0,false,Гриб
minecraft:gold_block,41,0,false,Золотой блок
minecraft:iron_block,42,0,false,Железный блок
minecraft:stone_slab,44,0,false,Каменная плита
minecraft:stone_slab,44,1,false,Плита из песчаника
minecraft:stone_slab,44,3,false,Плита из булыжника
minecraft:stone_slab,44,4,false,Кирпичная плита
minecraft:stone_slab,44,5,false,Плита из каменных кирпичей
minecraft:stone_slab,44,6,false,Плита из адского кирпича
minecraft:stone_slab,44,7,false,Кварцевая плита
minecraft:brick_block,45,0,false,Кирпичи
minecraft:tnt,46,0,false,TNT
minecraft:bookshelf,47,0,false,Книжная полка
minecraft:mossy_cobblestone,48,0,false,Замшелый булыжник
minecraft:obsidian,49,0,false,Обсидиан
minecraft:torch,50,0,false,Факел
minecraft:oak_stairs,53,0,false,Дубовые ступеньки
minecraft:chest,54,0,false,Сундук
minecraft:diamond_ore,56,0,false,Алмазная руда
minecraft:diamond_block,57,0,false,Алмазный блок
minecraft:crafting_table,58,0,false,Верстак
minecraft:farmland,60,0,false,Пашня
minecraft:furnace,61,0,false,Печь
minecraft:lit_furnace,62,0,false,Печь
minecraft:ladder,65,0,false,Лестница
minecraft:rail,66,0,false,Рельсы
minecraft:stone_stairs,67,0,false,Ступеньки из булыжника
minecraft:lever,69,0,false,Рычаг
minecraft:stone_pressure_plate,70,0,false,Нажимная плита
minecraft:wooden_pressure_plate,72,0,false,Нажимная плита
minecraft:redstone_ore,73,0,false,Красная руда
minecraft:redstone_torch,76,0,false,Красный факел
minecraft:stone_button,77,0,false,Кнопка
minecraft:snow_layer,78,0,false,Снег
minecraft:ice,79,0,false,Лёд
minecraft:snow,80,0,false,Снег
minecraft:cactus,81,0,false,Кактус
minecraft:clay,82,0,false,Глина
minecraft:jukebox,84,0,false,Проигрыватель
minecraft:fence,85,0,false,Забор
minecraft:pumpkin,86,0,false,Тыква
minecraft:netherrack,87,0,false,Адский камень
minecraft:soul_sand,88,0,false,Песок душ
minecraft:glowstone,89,0,false,Светокамень
minecraft:lit_pumpkin,91,0,false,Светильник Джека
minecraft:stained_glass,95,0,false,Белое стекло
minecraft:stained_glass,95,1,false,Оранжевое стекло
minecraft:stained_glass,95,2,false,Пурпурное стекло
minecraft:stained_glass,95,3,false,Голубое стекло
minecraft:stained_glass,95,4,false,Жёлтое стекло
minecraft:stained_glass,95,5,false,Лаймовое стекло
minecraft:stained_glass,95,6,false,Розовое стекло
minecraft:stained_glass,95,7,false,Серое стекло
minecraft:stained_glass,95,8,false,Светло-серое стекло
minecraft:stained_glass,95,9,false,Бирюзовое стекло
minecraft:stained_glass,95,10,false,Фиолетовое стекло
minecraft:stained_glass,95,11,false,Синее стекло
minecraft:stained_glass,95,12,false,Коричневое стекло
minecraft:stained_glass,95,13,false,Зелёное стекло
minecraft:stained_glass,95,14,false,Красное стекло
minecraft:stained_glass,95,15,false,Чёрное стекло
minecraft:trapdoor,96,0,false,Люк
minecraft:monster_egg,97,0,false,Камень с чешуйницами
minecraft:monster_egg,97,1,false,Булыжник с чешуйницами
minecraft:monster_egg,97,2,false,Каменный кирпич с чешуйницами
minecraft:monster_egg,97,3,false,Замшелый каменный кирпич с чешуйницами
minecraft:monster_egg,97,4,false,Потрескавшийся каменный кирпич с чешуйницами
minecraft:monster_egg,97,5,false,Резной каменный кирпич с чешуйницами
minecraft:stonebrick,98,0,false,Каменные кирпичи
minecraft:stonebrick,98,1,false,Замшелые каменные кирпичи
minecraft:stonebrick,98,2,false,Потресканные каменные кирпичи
minecraft:stonebrick,98,3,false,Резные каменные кирпичи
minecraft:brown_mushroom_block,99,0,false,Гриб
minecraft:red_mushroom_block,100,0,false,Гриб
minecraft:iron_bars,101,0,false,Железные прутья
minecraft:glass_pane,102,0,false,Стеклянная панель
minecraft:melon_block,103,0,false,Арбуз
minecraft:vine,106,0,false,Лоза
minecraft:fence_gate,107,0,false,Калитка
minecraft:brick_stairs,108,0,false,Кирпичные ступеньки
minecraft:stone_brick_stairs,109,0,false,Ступеньки из каменного кирпича
minecraft:mycelium,110,0,false,Мицелий
minecraft:nether_brick,112,0,false,Адские кирпичи
minecraft:nether_brick_fence,113,0,false,Адский забор
minecraft:nether_brick_stairs,114,0,false,Адские ступеньки
minecraft:enchanting_table,116,0,false,Стол зачарования
minecraft:end_stone,121,0,false,Камень Края
minecraft:dragon_egg,122,0,false,Яйцо дракона
minecraft:redstone_lamp,123,0,false,Лампа
minecraft:wooden_slab,126,0,false,Дубовая плита
minecraft:wooden_slab,126,1,false,Еловая панель
minecraft:wooden_slab,126,2,false,Берёзовая плита
minecraft:wooden_slab,126,3,false,Плита из тропического дерева
minecraft:wooden_slab,126,4,false,Плита из акации
minecraft:wooden_slab,126,5,false,Плита из тёмного дуба
minecraft:emerald_ore,129,0,false,Изумрудная руда
minecraft:ender_chest,130,0,false,Сундук Края
minecraft:tripwire_hook,131,0,false,Крюк
minecraft:emerald_block,133,0,false,Изумрудный блок
minecraft:spruce_stairs,134,0,false,Еловые ступеньки
minecraft:birch_stairs,135,0,false,Берёзовые ступеньки
minecraft:jungle_stairs,136,0,false,Ступеньки из тропического дерева
minecraft:command_block,137,0,false,Командный блок
minecraft:beacon,138,0,false,Маяк
minecraft:cobblestone_wall,139,0,false,Каменная ограда
minecraft:cobblestone_wall,139,1,false,Ограда из замшелого булыжника
minecraft:wooden_button,143,0,false,Кнопка
minecraft:anvil,145,0,false,Наковальня
minecraft:trapped_chest,146,0,false,Сундук-ловушка
minecraft:light_weighted_pressure_plate,147,0,false,Золотая нажимная плита
minecraft:heavy_weighted_pressure_plate,148,0,false,Железная нажимная плита
minecraft:daylight_detector,151,0,false,Датчик дневного света
minecraft:redstone_block,152,0,false,Блок красного камня
minecraft:quartz_ore,153,0,false,Кварцевая руда
minecraft:hopper,154,0,false,Воронка
minecraft:quartz_block,155,0,false,Кварцевый блок
minecraft:quartz_block,155,1,false,Резной кварцевый блок
minecraft:quartz_block,155,2,false,Кварцевая колонна
minecraft:quartz_stairs,156,0,false,Кварцевые ступеньки
minecraft:activator_rail,157,0,false,Активирующие рельсы
minecraft:dropper,158,0,false,Выбрасыватель
minecraft:stained_hardened_clay,159,0,false,Белая обожжённая глина
minecraft:stained_hardened_clay,159,1,false,Оранжевая обожжённая глина
minecraft:stained_hardened_clay,159,2,false,Пурпурная обожжённая глина
minecraft:stained_hardened_clay,159,3,false,Голубая обожжённая глина
minecraft:stained_hardened_clay,159,4,false,Жёлтая обожжённая глина
minecraft:stained_hardened_clay,159,5,false,Лаймовая обожжённая глина
minecraft:stained_hardened_clay,159,6,false,Розовая обожжённая глина
minecraft:stained_hardened_clay,159,7,false,Серая обожжённая глина
minecraft:stained_hardened_clay,159,8,false,Светло-серая обожжённая глина
minecraft:stained_hardened_clay,159,9,false,Бирюзовая обожжённая глина
minecraft:stained_hardened_clay,159,10,false,Фиолетовая обожжённая глина
minecraft:stained_hardened_clay,159,11,false,Синяя обожжённая глина
minecraft:stained_hardened_clay,159,12,false,Коричневая обожжённая глина
minecraft:stained_hardened_clay,159,13,false,Зелёная обожжённая глина
minecraft:stained_hardened_clay,159,14,false,Красная обожжённая глина
minecraft:stained_hardened_clay,159,15,false,Чёрная обожжённая глина
minecraft:stained_glass_pane,160,0,false,Белая стеклянная панель
minecraft:stained_glass_pane,160,1,false,Оранжевая стеклянная панель
minecraft:stained_glass_pane,160,2,false,Пурпурная стеклянная панель
minecraft:stained_glass_pane,160,3,false,Голубая стеклянная панель
minecraft:stained_glass_pane,160,4,false,Жёлтая стеклянная панель
minecraft:stained_glass_pane,160,5,false,Лаймовая стеклянная панель
minecraft:stained_glass_pane,160,6,false,Розовая стеклянная панель
minecraft:stained_glass_pane,160,7,false,Серая стеклянная панель
minecraft:stained_glass_pane,160,8,false,Светло-серая стеклянная панель
minecraft:stained_glass_pane,160,9,false,Бирюзовая стеклянная панель
minecraft:stained_glass_pane,160,10,false,Фиолетовая стеклянная панель
minecraft:stained_glass_pane,160,11,false,Синяя стеклянная панель
minecraft:stained_glass_pane,160,12,false,Коричневая стеклянная панель
minecraft:stained_glass_pane,160,13,false,Зелёная стеклянная панель
minecraft:stained_glass_pane,160,14,false,Красная стеклянная панель
minecraft:stained_glass_pane,160,15,false,Чёрная стеклянная панель
minecraft:log2,162,0,false,Древесина акации
minecraft:log2,162,1,false,Древесина тёмного дуба
minecraft:acacia_stairs,163,0,false,Ступеньки из акации
minecraft:dark_oak_stairs,164,0,false,Ступеньки из тёмного дуба
minecraft:hay_block,170,0,false,Сноп сена
minecraft:carpet,171,0,false,Ковёр
minecraft:carpet,171,1,false,Оранжевый ковёр
minecraft:carpet,171,2,false,Пурпурный ковёр
minecraft:carpet,171,3,false,Голубой ковёр
minecraft:carpet,171,4,false,Жёлтый ковёр
minecraft:carpet,171,5,false,Лаймовый ковёр
minecraft:carpet,171,6,false,Розовый ковёр
minecraft:carpet,171,7,false,Серый ковёр
minecraft:carpet,171,8,false,Светло-серый ковёр
minecraft:carpet,171,9,false,Бирюзовый ковёр
minecraft:carpet,171,10,false,Фиолетовый ковёр
minecraft:carpet,171,11,false,Синий ковёр
minecraft:carpet,171,12,false,Коричневый ковёр
minecraft:carpet,171,13,false,Зелёный ковёр
minecraft:carpet,171,14,false,Красный ковёр
minecraft:carpet,171,15,false,Чёрный ковёр
minecraft:hardened_clay,172,0,false,Обожжённая глина
minecraft:coal_block,173,0,false,Угольный блок
minecraft:packed_ice,174,0,false,Плотный лёд
minecraft:double_plant,175,0,false,Подсолнух
minecraft:double_plant,175,1,false,Сирень
minecraft:double_plant,175,2,false,Двойная высокая трава
minecraft:double_plant,175,3,false,Раскидистый папоротник
minecraft:double_plant,175,4,false,Розовый куст
minecraft:double_plant,175,5,false,Пион
minecraft:iron_shovel,256,0,false,Железная лопата
minecraft:wooden_shovel,269,0,false,Деревянная лопата
minecraft:stone_shovel,273,0,false,Каменная лопата
minecraft:diamond_shovel,277,0,false,Алмазная лопата
minecraft:golden_shovel,284,0,false,Золотая лопата
minecraft:iron_pickaxe,257,0,false,Железная кирка
minecraft:wooden_pickaxe,270,0,false,Деревянная кирка
minecraft:stone_pickaxe,274,0,false,Каменная кирка
minecraft:diamond_pickaxe,278,0,false,Алмазная кирка
minecraft:golden_pickaxe,285,0,false,Золотая кирка
minecraft:iron_axe,258,0,false,Железный топор
minecraft:wooden_axe,271,0,false,Деревянный топор
minecraft:stone_axe,275,0,false,Каменный топор
minecraft:diamond_axe,279,0,false,Алмазный топор
minecraft:golden_axe,286,0,false,Золотой топор
minecraft:flint_and_steel,259,0,false,Зажигалка
minecraft:apple,260,0,false,Яблоко
minecraft:bow,261,0,false,Лук
minecraft:arrow,262,0,false,Стрела
minecraft:coal,263,0,false,Уголь
minecraft:coal,263,1,false,Древесный уголь
minecraft:diamond,264,0,false,Алмаз
minecraft:iron_ingot,265,0,false,Железный слиток
minecraft:gold_ingot,266,0,false,Золотой слиток
minecraft:iron_sword,267,0,false,Железный меч
minecraft:wooden_sword,268,0,false,Деревянный меч
minecraft:stone_sword,272,0,false,Каменный меч
minecraft:diamond_sword,276,0,false,Алмазный меч
minecraft:golden_sword,283,0,false,Золотой меч
minecraft:stick,280,0,false,Палка
minecraft:bowl,281,0,false,Миска
minecraft:mushroom_stew,282,0,false,Тушёные грибы
minecraft:string,287,0,false,Нить
minecraft:feather,288,0,false,Перо
minecraft:gunpowder,289,0,false,Порох
minecraft:wooden_hoe,290,0,false,Деревянная мотыга
minecraft:stone_hoe,291,0,false,Каменная мотыга
minecraft:iron_hoe,292,0,false,Железная мотыга
minecraft:diamond_hoe,293,0,false,Алмазная мотыга
minecraft:golden_hoe,294,0,false,Золотая мотыга
minecraft:wheat_seeds,295,0,false,Семена пшеницы
minecraft:wheat,296,0,false,Пшеница
minecraft:bread,297,0,false,Хлеб
minecraft:leather_helmet,298,0,false,Кожаный шлем
minecraft:chainmail_helmet,302,0,false,Кольчужный шлем
minecraft:iron_helmet,306,0,false,Железный шлем
minecraft:diamond_helmet,310,0,false,Алмазный шлем
minecraft:golden_helmet,314,0,false,Золотой шлем
minecraft:leather_chestplate,299,0,false,Кожаная куртка
minecraft:chainmail_chestplate,303,0,false,Кольчужный нагрудник
minecraft:iron_chestplate,307,0,false,Железный нагрудник
minecraft:diamond_chestplate,311,0,false,Алмазный нагрудник
minecraft:golden_chestplate,315,0,false,Золотой нагрудник
minecraft:leather_leggings,300,0,false,Кожаные штаны
minecraft:chainmail_leggings,304,0,false,Кольчужные поножи
minecraft:iron_leggings,308,0,false,Железные поножи
minecraft:diamond_leggings,312,0,false,Алмазные поножи
minecraft:golden_leggings,316,0,false,Золотые поножи
minecraft:leather_boots,301,0,false,Кожаные ботинки
minecraft:chainmail_boots,305,0,false,Кольчужные ботинки
minecraft:iron_boots,309,0,false,Железные ботинки
minecraft:diamond_boots,313,0,false,Алмазные ботинки
minecraft:golden_boots,317,0,false,Золотые ботинки
minecraft:flint,318,0,false,Кремень
minecraft:porkchop,319,0,false,Сырая свинина
minecraft:cooked_porkchop,320,0,false,Жареная свинина
minecraft:painting,321,0,false,Картина
minecraft:golden_apple,322,0,false,Золотое яблоко
minecraft:golden_apple,322,1,false,Золотое яблоко
minecraft:sign,323,0,false,Табличка
minecraft:wooden_door,324,0,false,Деревянная дверь
minecraft:bucket,325,0,false,Ведро
minecraft:minecart,328,0,false,Вагонетка
minecraft:chest_minecart,342,0,false,Вагонетка с сундуком
minecraft:furnace_minecart,343,0,false,Вагонетка с двигателем
minecraft:tnt_minecart,407,0,false,Вагонетка с TNT
minecraft:hopper_minecart,408,0,false,Вагонетка с воронкой
minecraft:command_block_minecart,422,0,false,Вагонетка с командным блоком
minecraft:saddle,329,0,false,Седло
minecraft:iron_door,330,0,false,Железная дверь
minecraft:redstone,331,0,false,Красная пыль
minecraft:snowball,332,0,false,Снежок
minecraft:boat,333,0,false,Лодка
minecraft:leather,334,0,false,Кожа
minecraft:milk_bucket,335,0,false,Молоко
minecraft:brick,336,0,false,Кирпич
minecraft:clay_ball,337,0,false,Глина
minecraft:reeds,338,0,false,Сахарный тростник
minecraft:paper,339,0,false,Бумага
minecraft:book,340,0,false,Книга
minecraft:slime_ball,341,0,false,Сгусток слизи
minecraft:egg,344,0,false,Яйцо
minecraft:compass,345,0,false,Компас
minecraft:fishing_rod,346,0,false,Удочка
minecraft:fish,349,0,false,Сырая рыба
minecraft:fish,349,1,false,Сырой лосось
minecraft:fish,349,2,false,Рыба-клоун
minecraft:fish,349,3,false,Рыба фугу
minecraft:clock,347,0,false,Часы
minecraft:glowstone_dust,348,0,false,Светопыль
minecraft:cooked_fished,350,0,false,Приготовленная рыба
minecraft:cooked_fished,350,1,false,Приготовленный лосось
minecraft:dye,351,0,false,Чернильный мешок
minecraft:dye,351,1,false,Красный краситель
minecraft:dye,351,2,false,Зелёный краситель
minecraft:dye,351,3,false,Какао-бобы
minecraft:dye,351,4,false,Лазурит
minecraft:dye,351,5,false,Фиолетовый краситель
minecraft:dye,351,6,false,Бирюзовый краситель
minecraft:dye,351,7,false,Светло-серый краситель
minecraft:dye,351,8,false,Серый краситель
minecraft:dye,351,9,false,Розовый краситель
minecraft:dye,351,10,false,Лаймовый краситель
minecraft:dye,351,11,false,Жёлтый краситель
minecraft:dye,351,12,false,Голубой краситель
minecraft:dye,351,13,false,Пурпурный краситель
minecraft:dye,351,14,false,Оранжевый краситель
minecraft:dye,351,15,false,Костная мука
minecraft:bone,352,0,false,Кость
minecraft:sugar,353,0,false,Сахар
minecraft:cake,354,0,false,Торт
minecraft:bed,355,0,false,Кровать
minecraft:repeater,356,0,false,Повторитель
minecraft:cookie,357,0,false,Печенье
minecraft:filled_map,358,0,false,Карта #0
minecraft:shears,359,0,false,Ножницы
minecraft:melon,360,0,false,Арбуз
minecraft:pumpkin_seeds,361,0,false,Семена тыквы
minecraft:melon_seeds,362,0,false,Семена арбуза
minecraft:beef,363,0,false,Сырая говядина
minecraft:cooked_beef,364,0,false,Стейк
minecraft:chicken,365,0,false,Курятина
minecraft:cooked_chicken,366,0,false,Жареная курица
minecraft:rotten_flesh,367,0,false,Гнилая плоть
minecraft:ender_pearl,368,0,false,Жемчуг Края
minecraft:blaze_rod,369,0,false,Стержень ифрита
minecraft:ghast_tear,370,0,false,Слеза гаста
minecraft:gold_nugget,371,0,false,Золотой самородок
minecraft:nether_wart,372,0,false,Адский нарост
minecraft:potion,373,0,false,Пузырёк воды
minecraft:potion,373,16,false,Неловкое Зелье
minecraft:potion,373,32,false,Густое Зелье
minecraft:potion,373,64,false,Мирское Зелье
minecraft:potion,373,8192,false,Мирское Зелье
minecraft:potion,373,8193,false,Зелье регенерации
minecraft:potion,373,8194,false,Зелье стремительности
minecraft:potion,373,8195,false,Зелье огнестойкости
minecraft:potion,373,8196,false,Зелье отравления
minecraft:potion,373,8197,false,Лечебное зелье
minecraft:potion,373,8198,false,Зелье ночного зрения
minecraft:potion,373,8200,false,Зелье слабости
minecraft:potion,373,8201,false,Зелье силы
minecraft:potion,373,8202,false,Зелье замедления
minecraft:potion,373,8204,false,Зелье вреда
minecraft:potion,373,8205,false,Зелье подводного дыхания
minecraft:potion,373,8206,false,Зелье невидимости
minecraft:potion,373,8225,false,Зелье регенерации
minecraft:potion,373,8226,false,Зелье стремительности
minecraft:potion,373,8228,false,Зелье отравления
minecraft:potion,373,8229,false,Лечебное зелье
minecraft:potion,373,8232,false,Зелье слабости
minecraft:potion,373,8233,false,Зелье силы
minecraft:potion,373,8234,false,Зелье замедления
minecraft:potion,373,8236,false,Зелье вреда
minecraft:potion,373,8257,false,Зелье регенерации
minecraft:potion,373,8258,false,Зелье стремительности
minecraft:potion,373,8259,false,Зелье огнестойкости
minecraft:potion,373,8260,false,Зелье отравления
minecraft:potion,373,8262,false,Зелье ночного зрения
minecraft:potion,373,8264,false,Зелье слабости
minecraft:potion,373,8265,false,Зелье силы
minecraft:potion,373,8266,false,Зелье замедления
minecraft:potion,373,8268,false,Зелье вреда
minecraft:potion,373,8269,false,Зелье подводного дыхания
minecraft:potion,373,8270,false,Зелье невидимости
minecraft:potion,373,16384,false,Мирское Зелье
minecraft:potion,373,16385,false,Взрывное зелье регенерации
minecraft:potion,373,16386,false,Взрывное зелье стремительности
minecraft:potion,373,16387,false,Взрывное зелье огнестойкости
minecraft:potion,373,16388,false,Взрывное зелье отравления
minecraft:potion,373,16389,false,Взрывное лечебное зелье
minecraft:potion,373,16390,false,Взрывное зелье ночного зрения
minecraft:potion,373,16392,false,Взрывное зелье слабости
minecraft:potion,373,16393,false,Взрывное зелье силы
minecraft:potion,373,16394,false,Взрывное зелье замедления
minecraft:potion,373,16396,false,Взрывное зелье вреда
minecraft:potion,373,16397,false,Взрывное зелье подводного дыхания
minecraft:potion,373,16398,false,Взрывное зелье невидимости
minecraft:potion,373,16417,false,Взрывное зелье регенерации
minecraft:potion,373,16418,false,Взрывное зелье стремительности
minecraft:potion,373,16420,false,Взрывное зелье отравления
minecraft:potion,373,16421,false,Взрывное лечебное зелье
minecraft:potion,373,16424,false,Взрывное зелье слабости
minecraft:potion,373,16425,false,Взрывное зелье силы
minecraft:potion,373,16426,false,Взрывное зелье замедления
minecraft:potion,373,16428,false,Взрывное зелье вреда
minecraft:potion,373,16449,false,Взрывное зелье регенерации
minecraft:potion,373,16450,false,Взрывное зелье стремительности
minecraft:potion,373,16451,false,Взрывное зелье огнестойкости
minecraft:potion,373,16452,false,Взрывное зелье отравления
minecraft:potion,373,16454,false,Взрывное зелье ночного зрения
minecraft:potion,373,16456,false,Взрывное зелье слабости
minecraft:potion,373,16457,false,Взрывное зелье силы
minecraft:potion,373,16458,false,Взрывное зелье замедления
minecraft:potion,373,16460,false,Взрывное зелье вреда
minecraft:potion,373,16461,false,Взрывное зелье подводного дыхания
minecraft:potion,373,16462,false,Взрывное зелье невидимости
minecraft:glass_bottle,374,0,false,Пузырёк
minecraft:spider_eye,375,0,false,Паучий глаз
minecraft:fermented_spider_eye,376,0,false,Маринованный паучий глаз
minecraft:blaze_powder,377,0,false,Огненный порошок
minecraft:magma_cream,378,0,false,Сгусток магмы
minecraft:brewing_stand,379,0,false,Варочная стойка
minecraft:cauldron,380,0,false,Котёл
minecraft:ender_eye,381,0,false,Око Края
minecraft:speckled_melon,382,0,false,Сверкающий арбуз
minecraft:spawn_egg,383,50,false,Призвать существо - крипер
minecraft:spawn_egg,383,51,false,Призвать существо - скелет
minecraft:spawn_egg,383,52,false,Призвать существо - паук
minecraft:spawn_egg,383,54,false,Призвать существо - зомби
minecraft:spawn_egg,383,55,false,Призвать существо - слизень
minecraft:spawn_egg,383,56,false,Призвать существо - гаст
minecraft:spawn_egg,383,57,false,Призвать существо - свинозомби
minecraft:spawn_egg,383,58,false,Призвать существо - странник Края
minecraft:spawn_egg,383,59,false,Призвать существо - пещерный паук
minecraft:spawn_egg,383,60,false,Призвать существо - чешуйница
minecraft:spawn_egg,383,61,false,Призвать существо - ифрит
minecraft:spawn_egg,383,62,false,Призвать существо - адский слизень
minecraft:spawn_egg,383,65,false,Призвать существо - летучая мышь
minecraft:spawn_egg,383,66,false,Призвать существо - ведьма
minecraft:spawn_egg,383,90,false,Призвать существо - свинья
minecraft:spawn_egg,383,91,false,Призвать существо - овца
minecraft:spawn_egg,383,92,false,Призвать существо - корова
minecraft:spawn_egg,383,93,false,Призвать существо - курица
minecraft:spawn_egg,383,94,false,Призвать существо - спрут
minecraft:spawn_egg,383,95,false,Призвать существо - волк
minecraft:spawn_egg,383,96,false,Призвать существо - грибная корова
minecraft:spawn_egg,383,98,false,Призвать существо - оцелот
minecraft:spawn_egg,383,100,false,Призвать существо - лошадь
minecraft:spawn_egg,383,120,false,Призвать существо - житель
minecraft:spawn_egg,383,301,false,Призвать существо - паук джунглей
minecraft:spawn_egg,383,302,false,Призвать существо - розастер
minecraft:spawn_egg,383,303,false,Призвать существо - капля
minecraft:spawn_egg,383,304,false,Призвать существо - фантом
minecraft:spawn_egg,383,305,false,Призвать существо - оса
minecraft:spawn_egg,383,306,false,Призвать существо - птица
minecraft:spawn_egg,383,307,false,Призвать существо - фея
minecraft:spawn_egg,383,2500,false,Призвать существо - ender Watcher
minecraft:spawn_egg,383,2501,false,Призвать существо - crab
minecraft:spawn_egg,383,2502,false,Призвать существо - undead Miner
minecraft:spawn_egg,383,2503,false,Призвать существо - king Crab
minecraft:spawn_egg,383,2504,false,Призвать существо - desert Crawler
minecraft:spawn_egg,383,2505,false,Призвать существо - cave Crawler
minecraft:spawn_egg,383,2506,false,Призвать существо - jungle Dramcryx
minecraft:spawn_egg,383,2507,false,Призвать существо - jungle Spider
minecraft:spawn_egg,383,2508,false,Призвать существо - cyclops
minecraft:spawn_egg,383,2509,false,Призвать существо - caveclops
minecraft:spawn_egg,383,2510,false,Призвать существо - ancient Entity
minecraft:spawn_egg,383,2511,false,Призвать существо - whale
minecraft:spawn_egg,383,2512,false,Призвать существо - hell Spider
minecraft:spawn_egg,383,2513,false,Призвать существо - scorcher
minecraft:spawn_egg,383,2514,false,Призвать существо - ender Spider
minecraft:spawn_egg,383,2515,false,Призвать существо - ender Triplets
minecraft:spawn_egg,383,2516,false,Призвать существо - arid Warrior
minecraft:spawn_egg,383,2517,false,Призвать существо - ayeraco Blue
minecraft:spawn_egg,383,2518,false,Призвать существо - ayeraco Green
minecraft:spawn_egg,383,2519,false,Призвать существо - ayeraco Purple
minecraft:spawn_egg,383,2520,false,Призвать существо - ayeraco Red
minecraft:spawn_egg,383,2521,false,Призвать существо - ayeraco Yellow
minecraft:spawn_egg,383,2522,false,Призвать существо - enthralled Dramcryx
minecraft:spawn_egg,383,2523,false,Призвать существо - the Eye
minecraft:spawn_egg,383,2524,false,Призвать существо - frost
minecraft:spawn_egg,383,2525,false,Призвать существо - king Of Scorchers
minecraft:spawn_egg,383,2526,false,Призвать существо - rainbour
minecraft:spawn_egg,383,2527,false,Призвать существо - rotatick
minecraft:spawn_egg,383,2528,false,Призвать существо - shark
